ticker,date,title,content,source,url,sentiment_score,sentiment_label
TAN,2026-03-01,Iowa clean energy is a veteran success story,Iowa clean energy is a veteran success story,thegazette.com,https://www.thegazette.com/guest-columnists/iowa-clean-energy-is-a-veterans-success-story/,0.4274166226387024,neutral
TAN,2026-03-01,增值税发票数据显示 ： 青海算电协同互促发展格局加速形成,增值税发票数据显示 ： 青海算电协同互促发展格局加速形成,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1858368785076271456,0.09142201393842697,neutral
TAN,2026-02-27,How To Choose The Right US Visa For Your Renewable Energy Investment,How To Choose The Right US Visa For Your Renewable Energy Investment,mondaq.com,https://www.mondaq.com:443/unitedstates/work-visas/1750710/how-to-choose-the-right-us-visa-for-your-renewable-energy-investment,0.06452356558293104,neutral
TAN,2026-02-27,Clean Energy Fuels ( CLNE ) Fell by Almost 10 % This Week . Here is Why,Clean Energy Fuels ( CLNE ) Fell by Almost 10 % This Week . Here is Why,insidermonkey.com,https://www.insidermonkey.com/blog/clean-energy-fuels-clne-fell-by-almost-10-this-week-here-is-why-1705435/,-0.9342007413506508,negative
TAN,2026-02-27,Victoria careens toward energy scarce future,Victoria careens toward energy scarce future,macrobusiness.com.au,https://www.macrobusiness.com.au/2026/02/victoria-careens-toward-energy-scarce-future/,0.08079317957162857,neutral
TAN,2026-02-26,وزير الكهرباء : يوجد 2 مليون عداد مسبوق الدفع بشركات التوزيع لتلبية طلبات التركيب,وزير الكهرباء : يوجد 2 مليون عداد مسبوق الدفع بشركات التوزيع لتلبية طلبات التركيب,vetogate.com,https://www.vetogate.com/5603208,0.015459123998880386,neutral
TAN,2026-02-26,"A . P . govt . accelerates land re - survey , approves land for clean energy projects","A . P . govt . accelerates land re - survey , approves land for clean energy projects",thehindu.com,https://www.thehindu.com/news/national/andhra-pradesh/ap-govt-accelerates-land-re-survey-approves-land-for-clean-energy-projects/article70679630.ece,0.1303848223760724,neutral
TAN,2026-02-26,"WindEuropedan , rüzgar enerjisindeki başarısından dolayı Türkiyeye övgü","WindEuropedan , rüzgar enerjisindeki başarısından dolayı Türkiyeye övgü",haberler.com,http://www.haberler.com/ekonomi/windeurope-ceo-su-turkiye-yi-ruzgar-enerjisi-basarisindan-dolayi-tebrik-etti-19602776-haberi/,0.0633314298465848,neutral
TAN,2026-02-26,Türkiyenin baþarýsýna Belçikadan övgü : Bu çok etkileyici,Türkiyenin baþarýsýna Belçikadan övgü : Bu çok etkileyici,star.com.tr,https://www.star.com.tr/ekonomi/turkiyenin-basarisina-belcikadan-ovgu-bu-cok-etkileyici-haber-1999753/,0.06175297312438488,neutral
TAN,2026-02-25,"Poor power supply impacting SMEs , living conditions , says Speaker Abbas","Poor power supply impacting SMEs , living conditions , says Speaker Abbas",thenationonlineng.net,https://thenationonlineng.net/poor-power-supply-impacting-smes-living-conditions-says-speaker-abbas/,-0.8301440309733152,negative
TAN,2026-02-25,Portland judge clears path for ballot initiative to divert climate funds to police hiring,Portland judge clears path for ballot initiative to divert climate funds to police hiring,kgw.com,https://www.kgw.com/article/news/local/portland-judge-clears-path-ballot-initiative-divert-climate-funds-police-hiring/283-ab58f876-55ea-4ef8-9375-dade7a41c0af,-0.0020777657628059387,neutral
TAN,2026-02-24,CFAs : Support for Enterprise Development in Renewable Energy,CFAs : Support for Enterprise Development in Renewable Energy,fundsforngos.org,https://www2.fundsforngos.org/environment/cfas-support-for-enterprise-development-in-renewable-energy/,0.06970052048563957,neutral
TAN,2026-02-24,Bangladesh renewables drive must include women,Bangladesh renewables drive must include women,thedailystar.net,https://www.thedailystar.net/opinion/news/bangladeshs-renewables-drive-must-include-women-4113311,0.003100397065281868,neutral
TAN,2026-02-23,อีซี่มันนี่ เดินหน้าพลังงานสะอาด ยกระดับมาตรฐานองค์กรสู่ความยั่งยืน,อีซี่มันนี่ เดินหน้าพลังงานสะอาด ยกระดับมาตรฐานองค์กรสู่ความยั่งยืน,ryt9.com,https://www.ryt9.com/s/iqml/12792093,0.004794549196958542,neutral
TAN,2026-02-23,Yenilenebilir Enerji Yatirimi Ve Abd Vizesi Seçimi,Yenilenebilir Enerji Yatirimi Ve Abd Vizesi Seçimi,mondaq.com,https://www.mondaq.com:443/unitedstates/renewables/1747750/yenilenebilir-enerji-yatirimi-ve-abd-vizesi-se%C3%A7imi,0.0196760892868042,neutral
TAN,2026-02-23,พลังงานสะอาดสู่สถานศึกษา อัลเตอร์วิมร้อยเรียงความดีติดตั้งโซลาร์เซลล์โรงเรียนเขาทองพิทยาคม,พลังงานสะอาดสู่สถานศึกษา อัลเตอร์วิมร้อยเรียงความดีติดตั้งโซลาร์เซลล์โรงเรียนเขาทองพิทยาคม,posttoday.com,https://www.posttoday.com/pr-news/smart-city/738418,-0.008977893739938736,neutral
TAN,2026-02-23,2030 재생에너지 100GW로 확대 … 전력계통 혁신대책TF 출범,2030 재생에너지 100GW로 확대 … 전력계통 혁신대책TF 출범,fnnews.com,https://www.fnnews.com/news/202602231512108807,0.2571247946470976,neutral
TAN,2026-02-23,雅砻江两河口抽蓄电站迎来工程关键节点双突破 -- 经济 · 科技 -- 人民网,雅砻江两河口抽蓄电站迎来工程关键节点双突破 -- 经济 · 科技 -- 人民网,finance.people.com.cn,http://finance.people.com.cn/n1/2026/0223/c1004-40668438.html,0.04148932918906212,neutral
TAN,2026-02-23,"정부 ,  전력망 혁신책  상반기 수립 … 재생에너지100GW 수용 위해","정부 ,  전력망 혁신책  상반기 수립 … 재생에너지100GW 수용 위해",hani.co.kr,https://www.hani.co.kr/arti/society/environment/1246072.html,0.05434676259756088,neutral
