ticker,date,title,content,source,url,sentiment_score,sentiment_label
TAN,2026-03-01,Wie öffentliche Gebäude mit mehr Photovoltaikanlagen ausgestattet werden sollen,Wie öffentliche Gebäude mit mehr Photovoltaikanlagen ausgestattet werden sollen,wort.lu,https://www.wort.lu/politik/wie-oeffentliche-gebaeude-mit-mehr-photovoltaikanlagen-ausgestattet-werden-sollen/137743645.html,0.03822327870875597,neutral
TAN,2026-03-01,Iowa clean energy is a veteran success story,Iowa clean energy is a veteran success story,thegazette.com,https://www.thegazette.com/guest-columnists/iowa-clean-energy-is-a-veterans-success-story/,0.7004583113193512,positive
TAN,2026-03-01,Trump Interior Department may ease up on solar industry,Trump Interior Department may ease up on solar industry,washingtonexaminer.com,https://www.washingtonexaminer.com/policy/energy-and-environment/4474984/trump-interior-department-ease-up-solar-industry/,0.6786795614331961,positive
TAN,2026-03-01,Always Read The Fine Print When Signing A Home Solar Panel Contract,Always Read The Fine Print When Signing A Home Solar Panel Contract,bgr.com,https://www.bgr.com/2109196/always-read-solar-panel-contract-houston-homeowner-owed-thousands/,0.2711310864895582,positive
TAN,2026-03-01,Enerji ve Tabii Kaynaklar Bakanlığı yeni YEKA belirledi,Enerji ve Tabii Kaynaklar Bakanlığı yeni YEKA belirledi,haberler.com,https://www.haberler.com/ekonomi/konya-ve-karaman-sinirlarinda-yenilenebilir-enerji-kaynak-alani-ilan-edildi-19612592-haberi/,0.02520145568996668,neutral
TAN,2026-03-01,增值税发票数据显示 ： 青海算电协同互促发展格局加速形成,增值税发票数据显示 ： 青海算电协同互促发展格局加速形成,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1858368785076271456,0.045711006969213486,neutral
TAN,2026-03-01,Enerji ve Tabii Kaynaklar Bakanlığı yeni YEKA belirledi,Enerji ve Tabii Kaynaklar Bakanlığı yeni YEKA belirledi,haberler.com,http://www.haberler.com/ekonomi/konya-ve-karaman-sinirlarinda-yenilenebilir-enerji-kaynak-alani-ilan-edildi-19612592-haberi/,0.02520145568996668,neutral
TAN,2026-03-01,新突破 ！ 这一技术让规模化生产钙钛矿光伏组件有望实现,新突破 ！ 这一技术让规模化生产钙钛矿光伏组件有望实现,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1858349161516825866,0.047183653339743614,neutral
TAN,2026-03-01,新突破 ！ 这一技术让规模化生产钙钛矿光伏组件有望实现 - 广西新闻网,新突破 ！ 这一技术让规模化生产钙钛矿光伏组件有望实现 - 广西新闻网,gxnews.com.cn,http://www.gxnews.com.cn/staticpages/20260301/newgx69a37a66-21913679.shtml,0.013179181143641472,neutral
TAN,2026-03-01,TCL华星完成华兆光电交割 赋能福州光电产业升级 _ 福州 _ 新闻频道 _ 福州新闻网,TCL华星完成华兆光电交割 赋能福州光电产业升级 _ 福州 _ 新闻频道 _ 福州新闻网,news.fznews.com.cn,https://news.fznews.com.cn/fzyw/20260301/80wVG1o0Qp.shtml,0.05735026113688946,positive
